,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
86,Afghanistan,05/04/2020,270,35,5,1,6.936,0.899,0.128,0.026,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
87,Afghanistan,06/04/2020,299,29,7,2,7.681,0.745,0.18,0.051,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
88,Afghanistan,07/04/2020,337,38,7,0,8.657,0.976,0.18,0,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
89,Afghanistan,08/04/2020,367,30,11,4,9.428,0.771,0.283,0.103,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
90,Afghanistan,09/04/2020,423,56,14,3,10.866,1.439,0.36,0.077,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
91,Afghanistan,10/04/2020,484,61,15,1,12.433,1.567,0.385,0.026,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
92,Afghanistan,11/04/2020,521,37,15,0,13.384,0.95,0.385,0,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
93,Afghanistan,12/04/2020,555,34,18,3,14.257,0.873,0.462,0.077,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
94,Afghanistan,13/04/2020,607,52,18,0,15.593,1.336,0.462,0,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
95,Afghanistan,14/04/2020,665,58,21,3,17.083,1.49,0.539,0.077,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
96,Afghanistan,15/04/2020,714,49,23,2,18.341,1.259,0.591,0.051,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
97,Afghanistan,16/04/2020,784,70,25,2,20.14,1.798,0.642,0.051,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
98,Afghanistan,17/04/2020,794,10,29,4,20.396,0.257,0.745,0.103,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
99,Afghanistan,18/04/2020,845,51,30,1,21.707,1.31,0.771,0.026,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
100,Afghanistan,19/04/2020,908,63,30,0,23.325,1.618,0.771,0,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
101,Afghanistan,20/04/2020,996,88,33,3,25.585,2.261,0.848,0.077,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
102,Afghanistan,21/04/2020,1031,35,35,2,26.485,0.899,0.899,0.051,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
103,Afghanistan,22/04/2020,1092,61,36,1,28.052,1.567,0.925,0.026,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
104,Afghanistan,23/04/2020,1176,84,40,4,30.209,2.158,1.028,0.103,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
105,Afghanistan,24/04/2020,1281,105,42,2,32.907,2.697,1.079,0.051,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
106,Afghanistan,25/04/2020,1351,70,43,1,34.705,1.798,1.105,0.026,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
107,Afghanistan,26/04/2020,1463,112,47,4,37.582,2.877,1.207,0.103,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
108,Afghanistan,27/04/2020,1531,68,57,10,39.329,1.747,1.464,0.257,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
109,Afghanistan,28/04/2020,1703,172,57,0,43.747,4.418,1.464,0,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
110,Afghanistan,29/04/2020,1827,124,60,3,46.932,3.185,1.541,0.077,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
111,Afghanistan,30/04/2020,1949,122,60,0,50.066,3.134,1.541,0,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
112,Afghanistan,01/05/2020,2171,222,64,4,55.769,5.703,1.644,0.103,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
113,Afghanistan,02/05/2020,2335,164,68,4,59.982,4.213,1.747,0.103,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
114,Afghanistan,03/05/2020,2469,134,72,4,63.424,3.442,1.85,0.103,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
115,Afghanistan,04/05/2020,2704,235,85,13,69.461,6.037,2.183,0.334,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
116,Afghanistan,05/05/2020,2894,190,90,5,74.342,4.881,2.312,0.128,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
117,Afghanistan,06/05/2020,3224,330,95,5,82.819,8.477,2.44,0.128,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
118,Afghanistan,07/05/2020,3392,168,104,9,87.134,4.316,2.672,0.231,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
119,Afghanistan,08/05/2020,3563,171,106,2,91.527,4.393,2.723,0.051,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
120,Afghanistan,09/05/2020,3778,215,109,3,97.05,5.523,2.8,0.077,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
121,Afghanistan,10/05/2020,4033,255,115,6,103.601,6.55,2.954,0.154,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
122,Afghanistan,11/05/2020,4402,369,120,5,113.08,9.479,3.083,0.128,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
123,Afghanistan,12/05/2020,4687,285,122,2,120.401,7.321,3.134,0.051,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
124,Afghanistan,13/05/2020,4967,280,127,5,127.593,7.193,3.262,0.128,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
125,Afghanistan,14/05/2020,5226,259,130,3,134.247,6.653,3.339,0.077,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
126,Afghanistan,15/05/2020,5339,113,136,6,137.149,2.903,3.494,0.154,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
127,Afghanistan,16/05/2020,6402,1063,168,32,164.456,27.307,4.316,0.822,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
128,Afghanistan,17/05/2020,6402,0,168,0,164.456,0,4.316,0,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
129,Afghanistan,18/05/2020,6664,262,169,1,171.186,6.73,4.341,0.026,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
130,Afghanistan,19/05/2020,7072,408,173,4,181.667,10.481,4.444,0.103,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
131,Afghanistan,20/05/2020,7653,581,178,5,196.592,14.925,4.573,0.128,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
132,Afghanistan,21/05/2020,8145,492,187,9,209.231,12.639,4.804,0.231,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
133,Afghanistan,22/05/2020,8676,531,193,6,222.871,13.64,4.958,0.154,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
134,Afghanistan,23/05/2020,9216,540,205,12,236.743,13.872,5.266,0.308,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
135,Afghanistan,24/05/2020,9998,782,216,11,256.831,20.088,5.549,0.283,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
136,Afghanistan,25/05/2020,10582,584,218,2,271.833,15.002,5.6,0.051,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
137,Afghanistan,26/05/2020,11173,591,219,1,287.015,15.182,5.626,0.026,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
138,Afghanistan,27/05/2020,11831,658,220,1,303.917,16.903,5.651,0.026,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
139,Afghanistan,28/05/2020,12456,625,227,7,319.973,16.055,5.831,0.18,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
140,Afghanistan,29/05/2020,13036,580,235,8,334.872,14.899,6.037,0.206,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
141,Afghanistan,30/05/2020,13659,623,246,11,350.875,16.004,6.319,0.283,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
142,Afghanistan,31/05/2020,14525,866,249,3,373.121,22.246,6.396,0.077,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
143,Afghanistan,01/06/2020,15205,680,257,8,390.589,17.468,6.602,0.206,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
144,Afghanistan,02/06/2020,15750,545,265,8,404.59,14,6.807,0.206,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
145,Afghanistan,03/06/2020,16509,759,270,5,424.087,19.497,6.936,0.128,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
146,Afghanistan,04/06/2020,17267,758,294,24,443.559,19.472,7.552,0.617,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
147,Afghanistan,05/06/2020,18054,787,300,6,463.775,20.217,7.706,0.154,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
148,Afghanistan,06/06/2020,18969,915,309,9,487.28,23.505,7.938,0.231,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
149,Afghanistan,07/06/2020,19551,582,327,18,502.23,14.951,8.4,0.462,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
150,Afghanistan,08/06/2020,20342,791,357,30,522.55,20.319,9.171,0.771,,,,,,,,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
151,Afghanistan,09/06/2020,20917,575,369,12,537.321,14.771,9.479,0.308,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
152,Afghanistan,10/06/2020,21459,542,384,15,551.244,13.923,9.864,0.385,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
153,Afghanistan,11/06/2020,22143,684,405,21,568.814,17.571,10.404,0.539,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
154,Afghanistan,12/06/2020,22890,747,426,21,588.003,19.189,10.943,0.539,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
155,Afghanistan,13/06/2020,23546,656,446,20,604.855,16.851,11.457,0.514,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
156,Afghanistan,14/06/2020,24102,556,451,5,619.138,14.283,11.585,0.128,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
157,Afghanistan,15/06/2020,24766,664,471,20,636.195,17.057,12.099,0.514,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
158,Afghanistan,16/06/2020,25527,761,478,7,655.743,19.549,12.279,0.18,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
159,Afghanistan,17/06/2020,26310,783,491,13,675.857,20.114,12.613,0.334,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
160,Afghanistan,18/06/2020,26874,564,504,13,690.345,14.488,12.947,0.334,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
161,Afghanistan,19/06/2020,27532,658,546,42,707.248,16.903,14.026,1.079,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
162,Afghanistan,20/06/2020,27878,346,548,2,716.136,8.888,14.077,0.051,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
163,Afghanistan,21/06/2020,28424,546,569,21,730.162,14.026,14.617,0.539,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
164,Afghanistan,22/06/2020,28833,409,581,12,740.669,10.506,14.925,0.308,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
165,Afghanistan,23/06/2020,29143,310,598,17,748.632,7.963,15.362,0.437,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
166,Afghanistan,24/06/2020,29481,338,618,20,757.315,8.683,15.875,0.514,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
167,Afghanistan,25/06/2020,29715,234,639,21,763.326,6.011,16.415,0.539,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
168,Afghanistan,26/06/2020,30175,460,675,36,775.142,11.817,17.34,0.925,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
169,Afghanistan,27/06/2020,30451,276,683,8,782.232,7.09,17.545,0.206,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
170,Afghanistan,28/06/2020,30616,165,703,20,786.471,4.239,18.059,0.514,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
171,Afghanistan,29/06/2020,30967,351,721,18,795.487,9.017,18.521,0.462,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
172,Afghanistan,30/06/2020,31238,271,733,12,802.449,6.962,18.829,0.308,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
173,Afghanistan,01/07/2020,31517,279,746,13,809.616,7.167,19.163,0.334,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
174,Afghanistan,02/07/2020,31836,319,774,28,817.81,8.195,19.883,0.719,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
175,Afghanistan,03/07/2020,32022,186,807,33,822.588,4.778,20.73,0.848,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
176,Afghanistan,04/07/2020,32324,302,819,12,830.346,7.758,21.039,0.308,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
177,Afghanistan,05/07/2020,32672,348,826,7,839.286,8.94,21.218,0.18,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
178,Afghanistan,06/07/2020,32951,279,864,38,846.453,7.167,22.195,0.976,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
179,Afghanistan,07/07/2020,33384,433,920,56,857.576,11.123,23.633,1.439,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
180,Afghanistan,08/07/2020,33594,210,936,16,862.97,5.395,24.044,0.411,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
181,Afghanistan,09/07/2020,33653,59,937,1,864.486,1.516,24.07,0.026,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
182,Afghanistan,10/07/2020,33908,255,957,20,871.036,6.55,24.584,0.514,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
183,Afghanistan,11/07/2020,34366,458,994,37,882.802,11.765,25.534,0.95,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
184,Afghanistan,12/07/2020,34451,85,1010,16,884.985,2.183,25.945,0.411,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
185,Afghanistan,13/07/2020,34451,0,1010,0,884.985,0,25.945,0,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
186,Afghanistan,14/07/2020,34455,4,1012,2,885.088,0.103,25.996,0.051,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
187,Afghanistan,15/07/2020,34740,285,1045,33,892.409,7.321,26.844,0.848,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
188,Afghanistan,16/07/2020,34994,254,1094,49,898.934,6.525,28.103,1.259,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
189,Afghanistan,17/07/2020,35070,76,1115,21,900.886,1.952,28.642,0.539,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
190,Afghanistan,18/07/2020,35289,219,1147,32,906.512,5.626,29.464,0.822,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
191,Afghanistan,19/07/2020,35301,12,1164,17,906.82,0.308,29.901,0.437,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
192,Afghanistan,20/07/2020,35475,174,1181,17,911.29,4.47,30.338,0.437,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
193,Afghanistan,21/07/2020,35615,140,1186,5,914.886,3.596,30.466,0.128,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
194,Afghanistan,22/07/2020,35727,112,1190,4,917.763,2.877,30.569,0.103,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
195,Afghanistan,23/07/2020,35915,188,1211,21,922.593,4.829,31.108,0.539,,,,,,,,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
196,Afghanistan,24/07/2020,35928,13,1211,0,922.927,0.334,31.108,0,,,,,,,,,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
197,Afghanistan,25/07/2020,36036,108,1246,35,925.701,2.774,32.008,0.899,,,,,,,,,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
198,Afghanistan,26/07/2020,36157,121,1259,13,928.809,3.108,32.341,0.334,,,,,,,,,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
199,Afghanistan,27/07/2020,36263,106,1269,10,931.532,2.723,32.598,0.257,,,,,,,,,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
200,Afghanistan,28/07/2020,36368,105,1270,1,934.229,2.697,32.624,0.026,,,,,,,,,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
201,Afghanistan,29/07/2020,36471,103,1271,1,936.875,2.646,32.65,0.026,,,,,,,,,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
202,Afghanistan,30/07/2020,36471,0,1271,0,936.875,0,32.65,0,,,,,,,,,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
203,Afghanistan,31/07/2020,36542,71,1271,0,938.699,1.824,32.65,0,,,,,,,,,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83
220,Albania,25/03/2020,123,23,5,1,42.741,7.992,1.737,0.347,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
221,Albania,26/03/2020,146,23,5,0,50.733,7.992,1.737,0,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
222,Albania,27/03/2020,174,28,6,1,60.463,9.73,2.085,0.347,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
223,Albania,28/03/2020,186,12,9,3,64.633,4.17,3.127,1.042,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
224,Albania,29/03/2020,197,11,10,1,68.455,3.822,3.475,0.347,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
225,Albania,30/03/2020,212,15,10,0,73.667,5.212,3.475,0,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
226,Albania,31/03/2020,223,11,12,2,77.49,3.822,4.17,0.695,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
227,Albania,01/04/2020,243,20,15,3,84.44,6.95,5.212,1.042,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
228,Albania,02/04/2020,259,16,15,0,89.999,5.56,5.212,0,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
229,Albania,03/04/2020,277,18,16,1,96.254,6.255,5.56,0.347,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
230,Albania,04/04/2020,304,27,17,1,105.636,9.382,5.907,0.347,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
231,Albania,05/04/2020,333,29,19,2,115.713,10.077,6.602,0.695,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
232,Albania,06/04/2020,361,28,21,2,125.443,9.73,7.297,0.695,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
233,Albania,07/04/2020,377,16,22,1,131.003,5.56,7.645,0.347,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
234,Albania,08/04/2020,383,6,22,0,133.088,2.085,7.645,0,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
235,Albania,09/04/2020,400,17,22,0,138.995,5.907,7.645,0,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
236,Albania,10/04/2020,409,9,23,1,142.122,3.127,7.992,0.347,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
237,Albania,11/04/2020,416,7,23,0,144.555,2.432,7.992,0,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
238,Albania,12/04/2020,433,17,23,0,150.462,5.907,7.992,0,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
239,Albania,13/04/2020,446,13,23,0,154.979,4.517,7.992,0,,,,,,,,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57
