,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
7053,Republic of the Congo,20/06/2020,883,0,27,0,160.019,0,4.893,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7054,Republic of the Congo,21/06/2020,1013,130,28,1,183.578,23.559,5.074,0.181,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7055,Republic of the Congo,22/06/2020,1013,0,28,0,183.578,0,5.074,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7056,Republic of the Congo,23/06/2020,1087,74,37,9,196.988,13.41,6.705,1.631,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7057,Republic of the Congo,24/06/2020,1087,0,37,0,196.988,0,6.705,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7058,Republic of the Congo,25/06/2020,1087,0,37,0,196.988,0,6.705,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7059,Republic of the Congo,26/06/2020,1204,117,38,1,218.191,21.203,6.886,0.181,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7060,Republic of the Congo,27/06/2020,1204,0,38,0,218.191,0,6.886,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7061,Republic of the Congo,28/06/2020,1245,41,40,2,225.621,7.43,7.249,0.362,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7062,Republic of the Congo,29/06/2020,1245,0,40,0,225.621,0,7.249,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7063,Republic of the Congo,30/06/2020,1245,0,40,0,225.621,0,7.249,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7064,Republic of the Congo,01/07/2020,1245,0,40,0,225.621,0,7.249,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7065,Republic of the Congo,02/07/2020,1382,137,41,1,250.449,24.827,7.43,0.181,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7066,Republic of the Congo,03/07/2020,1382,0,41,0,250.449,0,7.43,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7067,Republic of the Congo,04/07/2020,1557,175,44,3,282.163,31.714,7.974,0.544,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7068,Republic of the Congo,05/07/2020,1557,0,44,0,282.163,0,7.974,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7069,Republic of the Congo,06/07/2020,1557,0,44,0,282.163,0,7.974,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7070,Republic of the Congo,07/07/2020,1557,0,44,0,282.163,0,7.974,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7071,Republic of the Congo,08/07/2020,1557,0,44,0,282.163,0,7.974,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7072,Republic of the Congo,09/07/2020,1821,264,47,3,330.005,47.843,8.517,0.544,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7073,Republic of the Congo,10/07/2020,1821,0,47,0,330.005,0,8.517,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7074,Republic of the Congo,11/07/2020,2028,207,47,0,367.518,37.513,8.517,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7075,Republic of the Congo,12/07/2020,2028,0,47,0,367.518,0,8.517,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7076,Republic of the Congo,13/07/2020,2103,75,47,0,381.11,13.592,8.517,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7077,Republic of the Congo,14/07/2020,2103,0,47,0,381.11,0,8.517,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7078,Republic of the Congo,15/07/2020,2222,119,47,0,402.675,21.565,8.517,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7079,Republic of the Congo,16/07/2020,2358,136,48,1,427.322,24.646,8.699,0.181,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7080,Republic of the Congo,17/07/2020,2358,0,48,0,427.322,0,8.699,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7081,Republic of the Congo,18/07/2020,2633,275,49,1,477.158,49.836,8.88,0.181,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7082,Republic of the Congo,19/07/2020,2633,0,49,0,477.158,0,8.88,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7083,Republic of the Congo,20/07/2020,2633,0,49,0,477.158,0,8.88,0,,,,,,,,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7084,Republic of the Congo,21/07/2020,2851,218,50,1,516.664,39.506,9.061,0.181,,,,,,,,,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7085,Republic of the Congo,22/07/2020,2851,0,50,0,516.664,0,9.061,0,,,,,,,,,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7086,Republic of the Congo,23/07/2020,2851,0,50,0,516.664,0,9.061,0,,,,,,,,,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7087,Republic of the Congo,24/07/2020,3038,187,51,1,550.553,33.889,9.242,0.181,,,,,,,,,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7088,Republic of the Congo,25/07/2020,3038,0,51,0,550.553,0,9.242,0,,,,,,,,,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7089,Republic of the Congo,26/07/2020,3038,0,51,0,550.553,0,9.242,0,,,,,,,,,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7090,Republic of the Congo,27/07/2020,3038,0,51,0,550.553,0,9.242,0,,,,,,,,,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7091,Republic of the Congo,28/07/2020,3200,162,54,3,579.911,29.358,9.786,0.544,,,,,,,,,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7092,Republic of the Congo,29/07/2020,3200,0,54,0,579.911,0,9.786,0,,,,,,,,,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7093,Republic of the Congo,30/07/2020,3200,0,54,0,579.911,0,9.786,0,,,,,,,,,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7094,Republic of the Congo,31/07/2020,3376,176,61,7,611.806,31.895,11.055,1.269,,,,,,,,,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57
7139,Costa Rica,21/04/2020,662,2,6,2,129.954,0.393,1.178,0.393,266,8092,1.588,0.052,174,0.034,people tested,75.93,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7140,Costa Rica,22/04/2020,669,7,6,0,131.328,1.374,1.178,0,301,8393,1.648,0.059,190,0.037,people tested,75.93,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7141,Costa Rica,23/04/2020,681,12,6,0,133.684,2.356,1.178,0,253,8646,1.697,0.05,195,0.038,people tested,75.93,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7142,Costa Rica,24/04/2020,687,6,6,0,134.862,1.178,1.178,0,102,8748,1.717,0.02,185,0.036,people tested,75.93,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7143,Costa Rica,25/04/2020,687,0,6,0,134.862,0,1.178,0,87,8835,1.734,0.017,165,0.032,people tested,75.93,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7144,Costa Rica,26/04/2020,693,6,6,0,136.039,1.178,1.178,0,37,8872,1.742,0.007,163,0.032,people tested,75.93,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7145,Costa Rica,27/04/2020,695,2,6,0,136.432,0.393,1.178,0,58,8930,1.753,0.011,158,0.031,people tested,81.48,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7146,Costa Rica,28/04/2020,697,2,6,0,136.825,0.393,1.178,0,59,8989,1.765,0.012,128,0.025,people tested,81.48,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7147,Costa Rica,29/04/2020,705,8,6,0,138.395,1.57,1.178,0,237,9226,1.811,0.047,119,0.023,people tested,81.48,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7148,Costa Rica,30/04/2020,713,8,6,0,139.965,1.57,1.178,0,109,9335,1.833,0.021,98,0.019,people tested,81.48,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7149,Costa Rica,01/05/2020,719,6,6,0,141.143,1.178,1.178,0,167,9502,1.865,0.033,108,0.021,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7150,Costa Rica,02/05/2020,725,6,6,0,142.321,1.178,1.178,0,91,9593,1.883,0.018,108,0.021,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7151,Costa Rica,03/05/2020,733,8,6,0,143.892,1.57,1.178,0,120,9713,1.907,0.024,120,0.024,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7152,Costa Rica,04/05/2020,739,6,6,0,145.069,1.178,1.178,0,106,9819,1.928,0.021,127,0.025,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7153,Costa Rica,05/05/2020,742,3,6,0,145.658,0.589,1.178,0,73,9892,1.942,0.014,129,0.025,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7154,Costa Rica,06/05/2020,755,13,6,0,148.21,2.552,1.178,0,209,10101,1.983,0.041,125,0.025,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7155,Costa Rica,07/05/2020,761,6,6,0,149.388,1.178,1.178,0,274,10375,2.037,0.054,149,0.029,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7156,Costa Rica,08/05/2020,765,4,6,0,150.173,0.785,1.178,0,452,10827,2.125,0.089,189,0.037,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7157,Costa Rica,09/05/2020,773,8,6,0,151.744,1.57,1.178,0,449,11276,2.214,0.088,240,0.047,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7158,Costa Rica,10/05/2020,780,7,6,0,153.118,1.374,1.178,0,592,11868,2.33,0.116,308,0.06,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7159,Costa Rica,11/05/2020,792,12,6,0,155.474,2.356,1.178,0,120,11988,2.353,0.024,310,0.061,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7160,Costa Rica,12/05/2020,801,9,7,1,157.24,1.767,1.374,0.196,73,12061,2.368,0.014,310,0.061,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7161,Costa Rica,13/05/2020,804,3,7,0,157.829,0.589,1.374,0,446,12507,2.455,0.088,344,0.068,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7162,Costa Rica,14/05/2020,815,11,7,0,159.989,2.159,1.374,0,315,12822,2.517,0.062,350,0.069,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7163,Costa Rica,15/05/2020,830,15,8,1,162.933,2.945,1.57,0.196,209,13031,2.558,0.041,315,0.062,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7164,Costa Rica,16/05/2020,843,13,8,0,165.485,2.552,1.57,0,665,13696,2.689,0.131,346,0.068,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7165,Costa Rica,17/05/2020,853,10,10,2,167.448,1.963,1.963,0.393,576,14272,2.802,0.113,343,0.067,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7166,Costa Rica,18/05/2020,863,10,10,0,169.411,1.963,1.963,0,206,14478,2.842,0.04,356,0.07,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7167,Costa Rica,19/05/2020,866,3,10,0,170,0.589,1.963,0,138,14616,2.869,0.027,365,0.072,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7168,Costa Rica,20/05/2020,882,16,10,0,173.141,3.141,1.963,0,434,15050,2.954,0.085,363,0.071,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7169,Costa Rica,21/05/2020,897,15,10,0,176.086,2.945,1.963,0,168,15218,2.987,0.033,342,0.067,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7170,Costa Rica,22/05/2020,903,6,10,0,177.263,1.178,1.963,0,486,15704,3.083,0.095,382,0.075,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7171,Costa Rica,23/05/2020,911,8,10,0,178.834,1.57,1.963,0,235,15939,3.129,0.046,320,0.063,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7172,Costa Rica,24/05/2020,918,7,10,0,180.208,1.374,1.963,0,410,16349,3.209,0.08,297,0.058,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7173,Costa Rica,25/05/2020,930,12,10,0,182.564,2.356,1.963,0,157,16506,3.24,0.031,290,0.057,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7174,Costa Rica,26/05/2020,951,21,10,0,186.686,4.122,1.963,0,125,16631,3.265,0.025,288,0.057,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7175,Costa Rica,27/05/2020,956,5,10,0,187.668,0.982,1.963,0,649,17280,3.392,0.127,319,0.063,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7176,Costa Rica,28/05/2020,984,28,10,0,193.164,5.497,1.963,0,374,17654,3.466,0.073,348,0.068,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7177,Costa Rica,29/05/2020,1000,16,10,0,196.305,3.141,1.963,0,540,18194,3.572,0.106,356,0.07,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7178,Costa Rica,30/05/2020,1022,22,10,0,200.624,4.319,1.963,0,467,18661,3.663,0.092,389,0.076,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7179,Costa Rica,31/05/2020,1047,25,10,0,205.531,4.908,1.963,0,515,19176,3.764,0.101,404,0.079,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7180,Costa Rica,01/06/2020,1056,9,10,0,207.298,1.767,1.963,0,267,19443,3.817,0.052,420,0.082,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7181,Costa Rica,02/06/2020,1084,28,10,0,212.795,5.497,1.963,0,264,19707,3.869,0.052,439,0.086,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7182,Costa Rica,03/06/2020,1105,21,10,0,216.917,4.122,1.963,0,415,20122,3.95,0.081,406,0.08,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7183,Costa Rica,04/06/2020,1157,52,10,0,227.125,10.208,1.963,0,376,20498,4.024,0.074,406,0.08,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7184,Costa Rica,05/06/2020,1194,37,10,0,234.388,7.263,1.963,0,443,20941,4.111,0.087,392,0.077,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7185,Costa Rica,06/06/2020,1228,34,10,0,241.063,6.674,1.963,0,334,21275,4.176,0.066,373,0.073,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7186,Costa Rica,07/06/2020,1263,35,10,0,247.933,6.871,1.963,0,268,21543,4.229,0.053,338,0.066,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7187,Costa Rica,08/06/2020,1318,55,10,0,258.73,10.797,1.963,0,161,21704,4.261,0.032,323,0.063,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7188,Costa Rica,09/06/2020,1342,24,10,0,263.441,4.711,1.963,0,229,21933,4.306,0.045,318,0.062,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7189,Costa Rica,10/06/2020,1375,33,11,1,269.919,6.478,2.159,0.196,427,22360,4.389,0.084,320,0.063,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7190,Costa Rica,11/06/2020,1461,86,12,1,286.802,16.882,2.356,0.196,381,22741,4.464,0.075,320,0.063,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7191,Costa Rica,12/06/2020,1538,77,12,0,301.917,15.115,2.356,0,483,23224,4.559,0.095,326,0.064,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7192,Costa Rica,13/06/2020,1612,74,12,0,316.444,14.527,2.356,0,510,23734,4.659,0.1,351,0.069,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7193,Costa Rica,14/06/2020,1662,50,12,0,326.259,9.815,2.356,0,308,24042,4.72,0.06,357,0.07,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7194,Costa Rica,15/06/2020,1715,53,12,0,336.663,10.404,2.356,0,237,24279,4.766,0.047,368,0.072,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7195,Costa Rica,16/06/2020,1744,29,12,0,342.356,5.693,2.356,0,278,24557,4.821,0.055,375,0.074,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7196,Costa Rica,17/06/2020,1769,25,12,0,347.264,4.908,2.356,0,451,25008,4.909,0.089,378,0.074,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7197,Costa Rica,18/06/2020,1871,102,12,0,367.287,20.023,2.356,0,447,25455,4.997,0.088,388,0.076,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7198,Costa Rica,19/06/2020,1871,0,12,0,367.287,0,2.356,0,629,26084,5.12,0.123,409,0.08,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7199,Costa Rica,20/06/2020,2058,187,12,0,403.996,36.709,2.356,0,457,26541,5.21,0.09,401,0.079,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7200,Costa Rica,21/06/2020,2127,69,12,0,417.541,13.545,2.356,0,391,26932,5.287,0.077,413,0.081,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7201,Costa Rica,22/06/2020,2213,86,12,0,434.423,16.882,2.356,0,244,27176,5.335,0.048,414,0.081,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7202,Costa Rica,23/06/2020,2277,64,12,0,446.986,12.564,2.356,0,443,27619,5.422,0.087,437,0.086,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7203,Costa Rica,24/06/2020,2368,91,12,0,464.85,17.864,2.356,0,621,28240,5.544,0.122,462,0.091,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7204,Costa Rica,25/06/2020,2515,147,12,0,493.707,28.857,2.356,0,703,28943,5.682,0.138,498,0.098,people tested,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7205,Costa Rica,26/06/2020,2684,169,12,0,526.883,33.176,2.356,0,687,29630,5.817,0.135,507,0.1,people tested,73.61,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7206,Costa Rica,27/06/2020,2836,152,12,0,556.721,29.838,2.356,0,890,30520,5.991,0.175,568,0.112,people tested,73.61,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7207,Costa Rica,28/06/2020,2979,143,12,0,584.793,28.072,2.356,0,743,31263,6.137,0.146,619,0.122,people tested,73.61,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7208,Costa Rica,29/06/2020,3130,151,15,3,614.435,29.642,2.945,0.589,691,31954,6.273,0.136,683,0.134,people tested,73.61,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7209,Costa Rica,30/06/2020,3269,139,15,0,641.721,27.286,2.945,0,594,32548,6.389,0.117,704,0.138,people tested,73.61,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7210,Costa Rica,01/07/2020,3459,190,16,1,679.019,37.298,3.141,0.196,853,33401,6.557,0.167,737,0.145,people tested,73.61,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7211,Costa Rica,02/07/2020,3753,294,17,1,736.733,57.714,3.337,0.196,1259,34660,6.804,0.247,817,0.16,people tested,73.61,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7212,Costa Rica,03/07/2020,4023,270,17,0,789.735,53.002,3.337,0,933,35593,6.987,0.183,852,0.167,people tested,73.61,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7213,Costa Rica,04/07/2020,4311,288,18,1,846.271,56.536,3.533,0.196,998,36591,7.183,0.196,867,0.17,people tested,73.61,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
7214,Costa Rica,05/07/2020,4621,310,18,0,907.125,60.855,3.533,0,1197,37788,7.418,0.235,932,0.183,people tested,73.61,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28
